"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","Notes","Message"
"10/18/2018 21:32:16","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:32:18","1480","Network","DNS","DNS Resolve Success","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","success in DNS resolve securemobile2.dnsdojo.com","Success in DNS resolve"
"10/18/2018 21:32:22","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:22","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:32:22","12","Log","E-mail","E-mail Check Error on Load","Simple","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Problem sending log E-mail; check log settings"
"10/18/2018 21:32:23","14","Security Services","Content Filter","Website Blocked","Standard Note Blocked","Error","2048","00:1A:A0:3B:12:E3","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.93","51589","","","","","72.167.239.239","80","a1plpkivs-v03.any.prod.ash1.secureserver.net","","","","tcp","","","40","","","","","","","","","","ocsp.godaddy.com/","","","55","General HTTP","drop","Host: ocsp.godaddy.com
Command: POST
Policy: CFS Default Policy
Info: 6405
","Web site access denied"
"10/18/2018 21:32:25","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","86","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 55838, Destination: 67.69.184.199, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 21:32:25","1431","Network","ICMP","ICMPv6 Packets Received","Standard Note Protocol","Information","34525","08:2E:5F:1F:2D:49","HEWLETT PACKARD","X0","","33:33:00:00:00:16","Unknown","","","fe80::59fb:96d5:995d:49d1","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","","NA","ICMPv6","ICMPv6 packet received"
"10/18/2018 21:32:26","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xdf27b104efd66946 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:26","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:32:29","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:29","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:32:32","1177","Network","DNS","Malformed DNS Packet","Standard Note String","Alert","2048","90:B1:1C:6A:85:40","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.120","56746","","","","","199.66.201.16","53","no-dns-yet.ccanet.co.uk","","","","udp","","","79","","","","","","","","","","","","","","General DNS","NA","","Malformed DNS packet detected"
"10/18/2018 21:32:36","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:36","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:32:36","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0xdf27b104efd66946; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 21:32:36","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x23be683ff5199812 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:36","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 21:32:37","37","Network","UDP","UDP Packets Dropped","Standard Policy","Notice","2048","00:1E:4F:D0:F9:8C","DELL","X0","LAN","FF:FF:FF:FF:FF:FF","Unknown","","","192.168.1.102","137","","","","","192.168.1.255","137","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","UDP packet dropped"
"10/18/2018 21:32:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x57f2fd62bc8a4176 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:40","953","VPN","VPN IKEv2","Payload Processing Error","Standard Note String","Warning","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Type: SA Payload","IKEv2 Payload processing error"
"10/18/2018 21:32:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK IKE_SA_INIT (InitCookie:0x57f2fd62bc8a4176 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: Notify Cookie, SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:40","939","VPN","VPN IKEv2","Responder: Received IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","IKEv2 Responder: Received IKE_SA_INIT Request"
"10/18/2018 21:32:40","545","VPN","VPN IKE","Responder: Bound Scope Mismatch","Standard","Information","","","","","","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKE Responder drop: VPN tunnel end point does not match configured VPN Policy Bound to scope "
"10/18/2018 21:32:40","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x57f2fd62bc8a4176 RespCookie:0x0000000000000000, MsgID: 0x0)  (NOTIFY: No Proposal Chosen)"
"10/18/2018 21:32:42","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x23be683ff5199812 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:42","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:32:42","526","Network","Network Access","Web Request Receiver","Standard Service","Notice","2048","08:2E:5F:1C:3A:E6","HEWLETT PACKARD","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.69","52568","","","","","192.168.1.254","442","","","","","tcp","","","48","","7 (LAN->LAN)","","Admin",""," ","","","","","","","","General HTTPS MGMT","mgmt","","Web management request allowed"
"10/18/2018 21:32:43","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:43","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:32:43","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","18:03:73:CE:0A:CB","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.24","63439","","","","","8.28.3.193","8443","harmony-us2.8x8.com","","","","tcp","","","52","","10 (LAN->WAN)","","","","","","","","","","","","General TCP","drop","","TCP connection dropped"
"10/18/2018 21:32:48","1430","Network","IP","IPv6 Packet with Ext Header","Standard Note Protocol","Information","34525","00:21:9B:72:25:6C","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::d4ab:86c1:6348:cf8f","","","","","","ff02::16","","","","","","0","","","76","","","","","","","","","","","","","","","NA","Extention header: 0","IPv6 Packet with extension header received"
"10/18/2018 21:32:48","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","00:21:9B:72:25:6C","DELL","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::d4ab:86c1:6348:cf8f","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","packet did not match policy on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped"
"10/18/2018 21:32:51","598","Network","ICMP","LAN ICMP Allow","Standard ICMP Service","Information","2048","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","00:00:00:00:00:00","XEROX CORPORATION","X0","LAN","192.168.1.254","","","","","","192.168.1.17","","","","","","icmp","0","0","","60","2 (LAN->LAN)","","","","","","","","","","","","Service Echo","forward","","ICMP packet from LAN allowed"
"10/18/2018 21:32:51","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:51","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:32:52","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x23be683ff5199812 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:32:52","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:32:57","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","6C:3B:E5:1F:E6:7E","HEWLETT PACKARD","X0","LAN","33:33:00:00:00:FB","Unknown","","","fe80::a1c2:30fe:eb32:7c2f","5353","","","","","ff02::fb","5353","","","","","udp","","","78","","","","","","","","","","","","","","","drop","","Unhandled link-local or multicast IPv6 packet dropped"
"10/18/2018 21:32:59","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:32:59","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:01","41","Network","Network Access","Unknown Protocol Dropped","Standard Note String","Notice","2048","00:1A:A0:6A:18:BB","DELL","X0","LAN","01:00:5E:00:00:16","Unknown","","MULTICAST","192.168.1.95","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Unknown protocol dropped"
"10/18/2018 21:33:01","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","","X0","","","","","","fe80::6032:c654:a1f5:2549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","DHCPv6 Server received message (MSG_SOLICIT)"
"10/18/2018 21:33:02","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x23be683ff5199812 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:02","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:33:06","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:06","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:07","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","8.8.8.8","53","google-public-dns-a.google.com","","","","206.47.202.130","54730","","","","","udp","","","71","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 21:33:12","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x23be683ff5199812 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:12","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:33:14","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:14","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:15","46","Network","Network Access","Broadcast Packets Dropped","Standard Note Protocol","Debug","2048","00:50:56:B5:00:01","VMWARE","X0","LAN","FF:FF:FF:FF:FF:FF","Unknown","","","192.168.1.190","67","","","","","255.255.255.255","68","","","","","udp","","","329","","","","","","","","","","","","","","","drop","","Broadcast packet dropped"
"10/18/2018 21:33:16","483","VPN","VPN IPsec","Invalid ID","Standard Note String","Warning","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","","Received notify: INVALID_ID_INFO"
"10/18/2018 21:33:16","346","VPN","VPN IKE","Quick Mode Started","Standard Note String","Information","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","VPN Policy: TorontoToQC100","IKE Initiator: Start Quick Mode (Phase 2)."
"10/18/2018 21:33:16","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","67.70.211.10","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","SENDING>>>> ISAKMP OAK QM (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0xFD5AA0E4) *(HASH, SA, NON, KE, ID, ID)"
"10/18/2018 21:33:16","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","RECEIVED<<< ISAKMP OAK INFO (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0x28F2FA06) *(HASH, NOTIFY: INVALID_ID_INFO)"
"10/18/2018 21:33:18","174","Network","UDP","LAN UDP Deny","Standard Service","Notice","2048","00:1A:A0:53:DE:FB","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","192.168.1.141","137","","","","","192.168.1.254","137","","","","","udp","","","203","","","","","","","","","","","","","","General NETBIOS","drop","packet did not match policy on Zones(LAN -> LAN)","UDP packet from LAN dropped"
"10/18/2018 21:33:21","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:21","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:22","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0x23be683ff5199812; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 21:33:22","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x2801d731983262fb RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:22","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 21:33:26","1480","Network","DNS","DNS Resolve Success","Simple Note String","Information","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","success in DNS resolve ccajk.dnsdojo.com","Success in DNS resolve"
"10/18/2018 21:33:28","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x2801d731983262fb RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:28","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:33:29","1445","WAN Acceleration","Local WXA Appliance","Connection Exceed","Simple Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","WXA Warning - The number of active connections has reached the licensed limit."
"10/18/2018 21:33:30","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:30","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:30","12","Log","E-mail","E-mail Check Error on Load","Simple","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","Problem sending log E-mail; check log settings"
"10/18/2018 21:33:37","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:37","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:38","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x2801d731983262fb RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:38","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:33:39","14","Security Services","Content Filter","Website Blocked","Standard Note Blocked","Error","2048","00:1A:A0:76:56:35","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.106","51662","","","","","66.96.160.135","80","","","","","tcp","","","40","","","","","","","","","","edgevillage.netfirms.com/wordpress/wp-content/uploads/2012/04/picture-17.jpg","","","55","General HTTP","drop","Host: edgevillage.netfirms.com
Command: GET
Policy: CFS Default Policy
Info: 6405
","Web site access denied"
